Disease,Drug
D009436,DB00928
D009436,DB00181
D009436,DB06756
D009436,DB00201
D009436,DB09061
D009436,DB00564
D009436,DB00475
D009436,DB00608
D009436,DB00169
D009436,DB00907
D009436,DB01394
D009436,DB00531
D009436,DB04839
D009436,DB00470
D009436,DB00898
D009436,DB00544
D009436,DB00158
D009436,DB00502
D009436,DB01109
D009436,DB01005
D009436,DB01097
D009436,DB00281
D009436,DB00563
D009436,DB00295
D009436,DB01024
D009436,DB00184
D009436,DB00435
D009436,DB00325
D009436,DB01783
D009436,DB01174
D009436,DB00252
D009436,DB00428
D009436,DB00755
D009436,DB00440
D009436,DB00313
D009436,DB00162
D009436,DB00163
D009436,DB01593
D009443,DB00993
D009443,DB00900
D009443,DB00997
D009443,DB00544
D009443,DB00529
D009443,DB01437
D009443,DB00951
D009443,DB00281
D009443,DB00916
D009443,DB00698
D009443,DB01229
D009443,DB00759
D009443,DB01041
D009443,DB00570
D009443,DB00361
D009444,DB00435
D020953,DB00582
D019150,DB00182
D019150,DB00252
D019150,DB00541
D019954,DB00316
D019954,DB00787
D019954,DB00714
D019954,DB14083
D019954,DB00921
D019954,DB00564
D019954,DB11588
D019954,DB00608
D019954,DB00477
D019954,DB00501
D019954,DB00537
D019954,DB00215
D019954,DB00349
D019954,DB01242
D019954,DB01068
D019954,DB00575
D019954,DB00363
D019954,DB00907
D019954,DB09130
D019954,DB09131
D019954,DB11672
D019954,DB00987
D019954,DB01576
D019954,DB00514
D019954,DB00829
D019954,DB00255
D019954,DB01075
D019954,DB00843
D019954,DB00470
D019954,DB00898
D019954,DB01018
D019954,DB00502
D019954,DB04703
D019954,DB00458
D019954,DB00753
D019954,DB01221
D019954,DB08882
D019954,DB03614
D019954,DB00422
D019954,DB01017
D019954,DB00184
D019954,DB00435
D019954,DB00842
D019954,DB09140
D019954,DB00780
D019954,DB01174
D019954,DB00692
D019954,DB01085
D019954,DB00960
D019954,DB01132
D019954,DB00818
D019954,DB00571
D019954,DB01839
D019954,DB00908
D019954,DB00140
D019954,DB00412
D019954,DB00428
D019954,DB00864
D019954,DB00273
D019954,DB00755
D019954,DB00313
D019954,DB01080
D019954,DB00541
D019954,DB00162
D019954,DB11094
D019954,DB01392
D019954,DB00549
D019954,DB00495
D020019,DB00518
D020019,DB01234
D020019,DB00860
D020019,DB00635
D019636,DB00316
D019636,DB00182
D019636,DB00126
D019636,DB09130
D019636,DB01576
D019636,DB01364
D019636,DB00328
D019636,DB01592
D019636,DB00753
D019636,DB00677
D019636,DB06655
D019636,DB01065
D019636,DB01043
D019636,DB00563
D019636,DB00683
D019636,DB00834
D019636,DB01017
D019636,DB00184
D019636,DB00393
D019636,DB00435
D019636,DB01085
D019636,DB00605
D019636,DB00864
D019636,DB00500
D019636,DB00519
D019636,DB00150
D019636,DB00313
D019636,DB00163
D018318,DB01041
D020078,DB01076
D020078,DB00887
D020078,DB06774
D020078,DB00898
D020078,DB00950
D020078,DB00677
D020078,DB00961
D020078,DB01130
D020078,DB00669
D000090862,DB04115
D000090862,DB00188
D000090862,DB11672
D000090862,DB00843
D000090862,DB00753
D000090862,DB00428
D000090862,DB00820
D009459,DB00316
D009459,DB00404
D009459,DB00915
D009459,DB06288
D009459,DB00543
D009459,DB00182
D009459,DB01238
D009459,DB00181
D009459,DB01200
D009459,DB01156
D009459,DB00564
D009459,DB00477
D009459,DB01068
D009459,DB00363
D009459,DB00907
D009459,DB00924
D009459,DB01219
D009459,DB00829
D009459,DB01075
D009459,DB01184
D009459,DB00843
D009459,DB00450
D009459,DB00623
D009459,DB00176
D009459,DB00502
D009459,DB01235
D009459,DB14509
D009459,DB00186
D009459,DB00408
D009459,DB00934
D009459,DB01403
D009459,DB00422
D009459,DB01233
D009459,DB01618
D009459,DB04821
D009459,DB00334
D009459,DB00776
D009459,DB00715
D009459,DB00850
D009459,DB00780
D009459,DB01174
D009459,DB00252
D009459,DB01100
D009459,DB00387
D009459,DB01069
D009459,DB00571
D009459,DB00734
D009459,DB00989
D009459,DB04844
D009459,DB00679
D009459,DB01623
D009459,DB00831
D009459,DB00726
D009459,DB00246
D009461,DB01048
D009461,DB00659
D009461,DB00819
D009461,DB00787
D009461,DB01426
D009461,DB00915
D009461,DB01118
D009461,DB01060
D009461,DB00415
D009461,DB01169
D009461,DB00181
D009461,DB00188
D009461,DB01101
D009461,DB00446
D009461,DB00215
D009461,DB00720
D009461,DB00636
D009461,DB00318
D009461,DB09130
D009461,DB01234
D009461,DB00900
D009461,DB00320
D009461,DB06782
D009461,DB00841
D009461,DB01142
D009461,DB00813
D009461,DB00544
D009461,DB00472
D009461,DB00695
D009461,DB00996
D009461,DB01109
D009461,DB01005
D009461,DB00677
D009461,DB01235
D009461,DB00281
D009461,DB00563
D009461,DB01233
D009461,DB00379
D009461,DB00683
D009461,DB01115
D009461,DB00334
D009461,DB00198
D009461,DB00776
D009461,DB09140
D009461,DB01229
D009461,DB01113
D009461,DB00652
D009461,DB00388
D009461,DB00252
D009461,DB00981
D009461,DB00635
D009461,DB00230
D009461,DB00293
D009461,DB01232
D009461,DB01037
D009461,DB12965
D009461,DB00421
D009461,DB00820
D009461,DB00759
D009461,DB11590
D009461,DB00599
D009461,DB09069
D009461,DB11094
D009461,DB00495
D009468,DB01118
D009468,DB00381
D009468,DB00613
D009468,DB00928
D009468,DB01393
D009468,DB00608
D009468,DB00501
D009468,DB00515
D009468,DB01211
D009468,DB00636
D009468,DB00907
D009468,DB01394
D009468,DB00531
D009468,DB00091
D009468,DB00250
D009468,DB00280
D009468,DB01135
D009468,DB00997
D009468,DB01010
D009468,DB01195
D009468,DB14509
D009468,DB00959
D009468,DB00338
D009468,DB01229
D009468,DB01337
D009468,DB00652
D009468,DB00252
D009468,DB00860
D009468,DB00635
D009468,DB01035
D009468,DB00468
D009468,DB00541
D020511,DB00608
D020511,DB01211
D020511,DB00982
D020511,DB01115
D020511,DB00541
D020879,DB01118
D020879,DB00381
D020879,DB00181
D020879,DB00190
D020879,DB00608
D020879,DB00636
D020879,DB14509
D020879,DB00653
D020879,DB00961
D020879,DB00333
D020879,DB00648
D020879,DB01226
D020879,DB00955
D020879,DB01115
D020879,DB09140
D020879,DB00202
D009471,DB00297
D009471,DB00959
D020258,DB06151
D020258,DB00787
D020258,DB14518
D020258,DB11081
D020258,DB01143
D020258,DB00479
D020258,DB01118
D020258,DB00321
D020258,DB00572
D020258,DB00181
D020258,DB00297
D020258,DB09061
D020258,DB01101
D020258,DB00564
D020258,DB00493
D020258,DB01161
D020258,DB00515
D020258,DB01211
D020258,DB11672
D020258,DB00531
D020258,DB00091
D020258,DB00151
D020258,DB00987
D020258,DB00970
D020258,DB00633
D020258,DB01396
D020258,DB00822
D020258,DB00997
D020258,DB00898
D020258,DB00773
D020258,DB00693
D020258,DB00544
D020258,DB03843
D020258,DB00674
D020258,DB00441
D020258,DB00143
D020258,DB01016
D020258,DB05381
D020258,DB04864
D020258,DB01181
D020258,DB01592
D020258,DB00677
D020258,DB00951
D020258,DB01167
D020258,DB01221
D020258,DB04398
D020258,DB00581
D020258,DB01235
D020258,DB14509
D020258,DB00772
D020258,DB01065
D020258,DB00333
D020258,DB00563
D020258,DB00959
D020258,DB00916
D020258,DB01204
D020258,DB00295
D020258,DB00184
D020258,DB00393
D020258,DB00698
D020258,DB00325
D020258,DB00713
D020258,DB01229
D020258,DB01174
D020258,DB01085
D020258,DB01132
D020258,DB00733
D020258,DB00230
D020258,DB00396
D020258,DB00818
D020258,DB00571
D020258,DB00734
D020258,DB00296
D020258,DB00412
D020258,DB01236
D020258,DB12965
D020258,DB00649
D020258,DB00795
D020258,DB00864
D020258,DB00624
D020258,DB11590
D020258,DB00679
D020258,DB01607
D020258,DB00193
D020258,DB00755
D020258,DB00197
D020258,DB00313
D020258,DB00661
D020258,DB00570
D020258,DB00541
D020258,DB00309
D020258,DB00361
D020258,DB00162
D020258,DB00163
D020258,DB00943
D052556,DB04540
D052556,DB00636
D020184,DB00575
D020184,DB00843
D020184,DB01129
D020184,DB00734
D020184,DB00679
D020189,DB01235
D020189,DB00334
D020189,DB01186
D020417,DB00313
D009759,DB00802
D009759,DB00637
D009759,DB00181
D009759,DB00810
D009759,DB00564
D009759,DB00482
D009759,DB01068
D009759,DB00924
D009759,DB00987
D009759,DB01234
D009759,DB00390
D009759,DB11273
D009759,DB13345
D009759,DB00189
D009759,DB00472
D009759,DB00996
D009759,DB01221
D009759,DB00281
D009759,DB14509
D009759,DB00358
D009759,DB01065
D009759,DB01043
D009759,DB00454
D009759,DB00331
D009759,DB00563
D009759,DB00916
D009759,DB01017
D009759,DB00295
D009759,DB01183
D009759,DB00984
D009759,DB00184
D009759,DB01595
D009759,DB06412
D009759,DB00312
D009759,DB01174
D009759,DB00252
D009759,DB00981
D009759,DB00794
D009759,DB00721
D009759,DB00818
D009759,DB00708
D009759,DB00864
D009759,DB00679
D009759,DB00313
D015835,DB06288
D015835,DB00321
D015835,DB00564
D015835,DB00341
D015835,DB00477
D015835,DB00501
D015835,DB00515
D015835,DB00363
D015835,DB00907
D015835,DB00829
D015835,DB00985
D015835,DB01075
D015835,DB01184
D015835,DB01142
D015835,DB01010
D015835,DB00322
D015835,DB00544
D015835,DB00472
D015835,DB00502
D015835,DB00458
D015835,DB01221
D015835,DB01235
D015835,DB00563
D015835,DB00422
D015835,DB01233
D015835,DB06148
D015835,DB00904
D015835,DB00776
D015835,DB00022
D015835,DB00652
D015835,DB00312
D015835,DB00850
D015835,DB01174
D015835,DB00252
D015835,DB00433
D015835,DB00571
D015835,DB00811
D015835,DB00864
D015835,DB01041
D015835,DB00599
D015835,DB00376
D015835,DB00313
D015840,DB00544
D015840,DB00022
D015840,DB00811
D015840,DB00541
D000857,DB00479
D000857,DB01118
D000857,DB01060
D000857,DB00443
D000857,DB00215
D000857,DB01211
D000857,DB00907
D000857,DB00987
D000857,DB00390
D000857,DB00343
D000857,DB01077
D000857,DB01109
D000857,DB00982
D000857,DB01172
D000857,DB01221
D000857,DB00281
D000857,DB00227
D000857,DB14123
D000857,DB00763
D000857,DB00211
D000857,DB01017
D000857,DB01115
D000857,DB00338
D000857,DB00339
D000857,DB00778
D000857,DB01236
D000857,DB01082
D000857,DB00277
D000857,DB00541
D000857,DB01593
D009886,DB01118
D009886,DB00321
D009886,DB00626
D009886,DB00564
D009886,DB00907
D009886,DB00829
D009886,DB00343
D009886,DB01142
D009886,DB00982
D009886,DB00281
D009886,DB00959
D009886,DB01337
D009886,DB00252
D009886,DB00981
D009886,DB00721
D009886,DB00165
D009886,DB00864
D009886,DB00541
D009886,DB00163
D017246,DB00143
D017246,DB00860
D053578,DB00656
D009896,DB01118
D009896,DB00446
D009896,DB00477
D009896,DB01394
D009896,DB00987
D009896,DB00250
D009896,DB00647
D009896,DB00900
D009896,DB00711
D009896,DB00696
D009896,DB00330
D009896,DB00756
D009896,DB00563
D009896,DB00468
D009896,DB00620
D009896,DB01080
D009896,DB00541
D009896,DB00682
D029241,DB00330
D029242,DB00330
D009901,DB01118
D009901,DB00262
D009901,DB00446
D009901,DB00672
D009901,DB00501
D009901,DB00537
D009901,DB00515
D009901,DB00907
D009901,DB01394
D009901,DB09130
D009901,DB00987
D009901,DB00746
D009901,DB00711
D009901,DB00390
D009901,DB00822
D009901,DB00330
D009901,DB00898
D009901,DB00544
D009901,DB00158
D009901,DB05260
D009901,DB00951
D009901,DB14509
D009901,DB00563
D009901,DB09241
D009901,DB00916
D009901,DB00368
D009901,DB01229
D009901,DB00468
D009901,DB00811
D009901,DB00864
D009901,DB00675
D009901,DB00541
D009901,DB00682
D020339,DB01168
D020339,DB00541
D009902,DB00518
D009902,DB01118
D009902,DB00262
D009902,DB00446
D009902,DB00515
D009902,DB00987
D009902,DB00900
D009902,DB00822
D009902,DB00330
D009902,DB00189
D009902,DB00200
D009902,DB00951
D009902,DB00959
D009902,DB00350
D009902,DB00860
D009902,DB00635
D009902,DB01168
D009902,DB00675
D009902,DB01080
D018917,DB01118
D018917,DB00250
D018917,DB00668
D018917,DB00696
D018917,DB00492
D018917,DB01275
D018917,DB01115
D018917,DB00338
D018917,DB00935
D018917,DB00008
D018917,DB00022
D018917,DB00191
D018917,DB00811
D018917,DB00669
D018917,DB00373
D020163,DB00252
D054971,DB00540
D054971,DB00780
D010211,DB00819
D010211,DB01118
D010211,DB00262
D010211,DB00608
D010211,DB01190
D010211,DB00907
D010211,DB00987
D010211,DB01406
D010211,DB01234
D010211,DB00647
D010211,DB00696
D010211,DB00773
D010211,DB01109
D010211,DB01177
D010211,DB00982
D010211,DB01026
D010211,DB14509
D010211,DB00603
D010211,DB00563
D010211,DB01017
D010211,DB08804
D010211,DB00727
D010211,DB00338
D010211,DB00022
D010211,DB00252
D010211,DB00860
D010211,DB00811
D010211,DB01015
D010211,DB00675
D010211,DB00759
D010211,DB00755
D010211,DB00792
D010211,DB00162
D010211,DB00682
D010243,DB00819
D010243,DB03128
D010243,DB11640
D010243,DB00479
D010243,DB00321
D010243,DB01351
D010243,DB00572
D010243,DB00297
D010243,DB01164
D010243,DB01161
D010243,DB00477
D010243,DB00565
D010243,DB00515
D010243,DB01190
D010243,DB00363
D010243,DB01394
D010243,DB09130
D010243,DB09131
D010243,DB01176
D010243,DB00091
D010243,DB00987
D010243,DB00970
D010243,DB00694
D010243,DB01245
D010243,DB00711
D010243,DB00843
D010243,DB00997
D010243,DB01010
D010243,DB00584
D010243,DB01225
D010243,DB00668
D010243,DB00898
D010243,DB00773
D010243,DB00813
D010243,DB00695
D010243,DB00996
D010243,DB00674
D010243,DB00483
D010243,DB00874
D010243,DB00756
D010243,DB00999
D010243,DB00741
D010243,DB00677
D010243,DB01026
D010243,DB00848
D010243,DB00281
D010243,DB14509
D010243,DB00653
D010243,DB00657
D010243,DB00961
D010243,DB00371
D010243,DB00333
D010243,DB00563
D010243,DB00959
D010243,DB01226
D010243,DB00295
D010243,DB11431
D010243,DB00994
D010243,DB01400
D010243,DB00184
D010243,DB01115
D010243,DB00368
D010243,DB01092
D010243,DB09140
D010243,DB01337
D010243,DB00008
D010243,DB01174
D010243,DB00252
D010243,DB00592
D010243,DB14500
D010243,DB00733
D010243,DB00860
D010243,DB00635
D010243,DB00750
D010243,DB00818
D010243,DB00908
D010243,DB00468
D010243,DB00863
D010243,DB00206
D010243,DB00811
D010243,DB00728
D010243,DB01698
D010243,DB00421
D010243,DB00202
D010243,DB01199
D010243,DB03904
D010243,DB00661
D010243,DB00570
D010243,DB00541
D010243,DB00309
D010243,DB00682
D020335,DB00134
D020335,DB00563
D020335,DB01204
D020335,DB00295
D020335,DB00871
D020336,DB00987
D020336,DB00333
D020336,DB00295
D020336,DB09220
D015493,DB00635
D015493,DB00495
D010264,DB00443
D010264,DB00297
D010264,DB00611
D010264,DB00987
D010264,DB01219
D010264,DB00997
D010264,DB01109
D010264,DB00741
D010264,DB01235
D010264,DB00454
D010264,DB00563
D010264,DB00959
D010264,DB01204
D010264,DB01280
D010264,DB00860
D010264,DB00541
D020447,DB01592
D020447,DB01235
D020447,DB00962
D020447,DB00425
D010291,DB01001
D010291,DB00182
D010291,DB00181
D010291,DB00297
D010291,DB00446
D010291,DB00608
D010291,DB00880
D010291,DB00477
D010291,DB00537
D010291,DB01211
D010291,DB00349
D010291,DB00363
D010291,DB00907
D010291,DB00091
D010291,DB00987
D010291,DB00829
D010291,DB00822
D010291,DB00997
D010291,DB00813
D010291,DB01109
D010291,DB00741
D010291,DB00883
D010291,DB00598
D010291,DB00281
D010291,DB00653
D010291,DB00657
D010291,DB00961
D010291,DB01033
D010291,DB00563
D010291,DB00916
D010291,DB00295
D010291,DB01183
D010291,DB00184
D010291,DB01337
D010291,DB01113
D010291,DB00252
D010291,DB00750
D010291,DB01069
D010291,DB00908
D010291,DB00641
D010291,DB00489
D010291,DB00202
D010291,DB00795
D010291,DB00864
D010291,DB09085
D010291,DB01041
D010291,DB00273
D010291,DB00302
D010291,DB00755
D010291,DB00313
D010291,DB00570
D010291,DB00541
D010291,DB00943
D010292,DB00819
D010292,DB00918
D010292,DB00915
D010292,DB01143
D010292,DB01118
D010292,DB00321
D010292,DB00993
D010292,DB00290
D010292,DB00188
D010292,DB00297
D010292,DB01156
D010292,DB00490
D010292,DB01101
D010292,DB06774
D010292,DB00564
D010292,DB00262
D010292,DB00537
D010292,DB00515
D010292,DB00215
D010292,DB00575
D010292,DB00907
D010292,DB00531
D010292,DB00091
D010292,DB00987
D010292,DB00694
D010292,DB01234
D010292,DB01093
D010292,DB00975
D010292,DB00280
D010292,DB00822
D010292,DB00841
D010292,DB01248
D010292,DB00997
D010292,DB00584
D010292,DB00668
D010292,DB00445
D010292,DB00696
D010292,DB00330
D010292,DB00773
D010292,DB01195
D010292,DB00544
D010292,DB00472
D010292,DB00529
D010292,DB01320
D010292,DB00695
D010292,DB00996
D010292,DB00441
D010292,DB00400
D010292,DB01181
D010292,DB00762
D010292,DB00951
D010292,DB01167
D010292,DB01221
D010292,DB00598
D010292,DB00709
D010292,DB00448
D010292,DB00367
D010292,DB00281
D010292,DB00227
D010292,DB00653
D010292,DB00358
D010292,DB00961
D010292,DB00703
D010292,DB00563
D010292,DB00959
D010292,DB00264
D010292,DB00916
D010292,DB00211
D010292,DB00370
D010292,DB01183
D010292,DB00788
D010292,DB00627
D010292,DB01115
D010292,DB01595
D010292,DB00698
D010292,DB00338
D010292,DB01229
D010292,DB00715
D010292,DB00487
D010292,DB00652
D010292,DB00780
D010292,DB00830
D010292,DB00252
D010292,DB00175
D010292,DB00635
D010292,DB00750
D010292,DB00571
D010292,DB00165
D010292,DB01045
D010292,DB00740
D010292,DB00734
D010292,DB00296
D010292,DB01104
D010292,DB00641
D010292,DB00795
D010292,DB00263
D010292,DB00605
D010292,DB00669
D010292,DB00231
D010292,DB01041
D010292,DB01056
D010292,DB00755
D010292,DB00897
D010292,DB00313
D010292,DB00570
D010292,DB00541
D010292,DB00309
D010292,DB00361
D010292,DB00163
D010292,DB00682
D010292,DB00943
D010292,DB00495
D010292,DB00909
D010300,DB00915
D010300,DB00182
D010300,DB00714
D010300,DB00673
D010300,DB00637
D010300,DB12783
D010300,DB00810
D010300,DB01200
D010300,DB00248
D010300,DB00201
D010300,DB00190
D010300,DB00568
D010300,DB01068
D010300,DB00363
D010300,DB09130
D010300,DB01151
D010300,DB12161
D010300,DB00829
D010300,DB01184
D010300,DB00988
D010300,DB00494
D010300,DB00783
D010300,DB09086
D010300,DB00687
D010300,DB00996
D010300,DB03310
D010300,DB01592
D010300,DB11757
D010300,DB01026
D010300,DB01235
D010300,DB00589
D010300,DB14509
D010300,DB01065
D010300,DB00968
D010300,DB01233
D010300,DB01017
D010300,DB00370
D010300,DB00788
D010300,DB00435
D010300,DB01173
D010300,DB01229
D010300,DB00806
D010300,DB01186
D010300,DB04930
D010300,DB01132
D010300,DB00413
D010300,DB01032
D010300,DB00387
D010300,DB00392
D010300,DB00571
D010300,DB00165
D010300,DB01367
D010300,DB00206
D010300,DB00989
D010300,DB01656
D010300,DB00268
D010300,DB05271
D010300,DB06654
D010300,DB01037
D010300,DB00877
D010300,DB00624
D010300,DB00323
D010300,DB00752
D010300,DB00376
D010300,DB11915
D010300,DB01593
D010300,DB00909
D010302,DB00915
D010302,DB01118
D010302,DB06288
D010302,DB00381
D010302,DB00714
D010302,DB12783
D010302,DB00810
D010302,DB01558
D010302,DB00490
D010302,DB00248
D010302,DB00564
D010302,DB00190
D010302,DB11588
D010302,DB00477
D010302,DB01239
